Track,Artist,Album_Name,Release_Date,Spotify_Streams,Spotify_Popularity,YouTube_Views,TikTok_Likes,Shazam_Counts
MONEY,LISA,LALISA,2021-09-10,"1,189,335,848",73.0,"1,323,718,887","1,292,738,947","3,720,737"
Columbia,Quevedo,Columbia,2023-07-07,"721,002,940",79.0,"266,411,536","71,411,756","1,148,958"
LADY GAGA,Peso Pluma,LADY GAGA,2023-06-22,"684,204,777",78.0,"362,779,953","112,400,175","1,567,605"
Woman,Doja Cat,Planet Her,2021-06-25,"1,606,950,381",78.0,"641,326,002","795,146,493","5,907,933"
CUFF IT,Beyoncï¿,RENAISSANCE,2022-07-29,"795,960,535",73.0,"176,996,169","945,005,125","3,861,203"
KING KONG,TREASURE,KING KONG,2024-05-28,"8,078,265",68.0,"44,927,750",Unknown,"12,404"
How You Like That,BLACKPINK,How You Like That,2020-06-25,"1,033,109,188",68.0,"1,584,676,582","628,046,798","3,461,123"
Milf Song,The Puddleducks,Milf Song,2022-08-19,"1,165,982",28.0,"1,704,936,540","1,476,436","1,261"
Nasty,Tinashe,Nasty,2024-04-12,"31,612,906",76.0,"6,277,949","171,691,158","336,779"
Superhero (Heroes & Villains),Metro Boomin,HEROES & VILLAINS,2022-12-02,"706,356,280",77.0,"172,653,099","14,181,961","2,363,066"
Panda,Desiigner,Panda,2016-02-26,"1,181,348,550",62.0,"2,277,330,940","33,020,704","10,372,624"
Push Ups,Drake,Push Ups,2024-04-19,"107,762,230",0.0,"14,792,036",Unknown,"432,776"
Tattoo,Loreen,Tattoo,2023-02-25,"518,846,340",77.0,"348,331,280","68,936,229","7,777,679"
Kiss Me More (feat. SZA),Doja Cat,Kiss Me More (feat. SZA),2021-04-09,"1,823,871,908",76.0,"307,855,103","1,053,759,171","9,556,378"
What It Is (Block Boy) (with Kodak Black),Doechii,What It Is (Versions),2023-03-17,"102,772,879",61.0,"65,934,972","92,626,234","4,072,292"
Illusion,Dua Lipa,Illusion,2024-04-11,"108,501,771",12.0,"3,947,610","4,057","437,667"
drivers license,Olivia Rodrigo,drivers license,2021-01-08,"2,184,754,018",79.0,"984,811,734","617,386,471","11,006,064"
Used To Be Young,Miley Cyrus,Endless Summer Vacation,2023-08-18,"205,468,104",69.0,"61,624,959","33,519,594","1,999,859"
Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid - Single,2023-02-24,"861,388,470",48.0,"15,219,067","407,118,298","5,114,752"
How Sweet,NewJeans,How Sweet,2024-05-24,"33,595,707",79.0,"40,327,759",Unknown,"44,878"
Players,Coi Leray,Players,2022-11-30,"465,588,517",67.0,"109,781,672","477,814,190","5,620,077"
rockstar (feat. 21 Savage),Post Malone,rockstar,2017-09-15,"2,960,046,642",77.0,"2,391,850,868","40,652,322","19,166,675"
Lil Somethin Somethin,Vayah,Lil Somethin Somethin,2023-03-11,"11,648",0.0,"1,175,875,850",Unknown,16
Con Calma,Daddy Yankee,Con Calma,2019-01-24,"1,353,028,938",73.0,"3,207,187,334","26,028,684","13,340,067"
Here With Me,d4vd,Here With Me,2022-07-20,"1,042,311,849",80.0,"256,736,243","467,461,517","3,315,939"
Favorite Song,Toosii,Favorite Song,2023-02-17,"186,579,651",62.0,"231,699,320","11,127,302","2,561,322"
Si No Quieres No,Luis R Conriquez,Si No Quieres No - Single,2024-03-09,"158,131,138",85.0,"135,893,150","14,500","833,928"
Mele Kalikimaka,Bing Crosby,"Essential Classics, Vol. 166: Bing Crosby",2024-06-05,"186,123,398",0.0,Unknown,Unknown,Unknown
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),2021-03-26,"1,902,241,314",70.0,"274,582,854","864,049,980","10,553,717"
Voz Emplumada del Monte,Biomigrant,Voz Emplumada - EP,2023-03-03,"42,761",16.0,"1,138,846,819",Unknown,449
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,1989 (Taylor's Version),2023-10-26,"406,821,432",0.0,"23,505,530","12,641,848","1,551,811"
Si No Estï¿½,iï¿½ï¿½igo quin,Si No Estï¿½ï¿½s - Si,2022-09-22,"665,716,137",80.0,"358,206,246","216,927,444","5,502,998"
Glimpse of Us,Joji,Glimpse of Us,2022-06-10,"1,262,308,912",74.0,"66,246,839","1,031,153,514","4,350,230"
Watermelon Sugar,Harry Styles,Watermelon Sugar,2019-11-17,"2,708,151,499",82.0,"872,052,223","301,076,974","9,612,968"
Corazï¿½ï¿½n de Pi,Xavi,Corazï¿½ï¿½n de Piedra - Si,2024-03-23,"172,164,034",82.0,"117,450,205",Unknown,"418,366"
Praise Jah In The Moonlight,YG Marley,Praise Jah In the Moonlight - Single,2023-12-27,"298,853,393",70.0,"112,961,806","64,504,808",Unknown
WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,2023-05-18,"717,849,037",72.0,"217,687,654","85,402,638","2,076,698"
Yandel 150,Yandel,Yandel 150,2022-12-20,"837,576,264",70.0,"472,335,529","43,022,167","2,660,197"
THATS WHAT I WANT,Lil Nas X,MONTERO,2021-09-17,"1,062,095,453",72.0,"194,928,107","331,324,816","5,957,065"
Todo De Ti,Rauw Alejandro,Todo De Ti,2021-05-20,"1,339,352,060",75.0,"873,449,363","488,004,183","5,640,680"
Chemical,Post Malone,Chemical,2023-04-14,"503,574,147",75.0,"90,349,145","8,878,995","2,334,089"
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),2015-01-01,"1,891,920,348",78.0,"6,335,989,683","424,216,963","22,021,769"
Drip Too Hard (Lil Baby & Gunna),Lil Baby,Drip Too Hard,2018-09-12,"1,486,929,795",76.0,"637,733,433","58,332,458","4,911,610"
Shooting Star,Kep1er,Kep1going On,2024-06-03,"1,534,062",0.0,"28,023,956",Unknown,"8,916"
Uptown Funk,Mark Ronson,Full Circle: The Live Anthology,2011-11-20,"1,993,030,264",77.0,"5,644,117,304","98,429,039","23,508,115"
Dog's Plan,David Jackson,Thoughts Feelings,2023-03-02,Unknown,3.0,"1,131,058,312",Unknown,Unknown
love nwantiti (ah ah ah),CKay,CKay The First,2019-08-30,"853,451,422",71.0,"1,132,006,963","1,768,913,633","3,489,217"
Mi Gente,J Balvin,Mi Gente,2017-06-30,"1,478,442,472",69.0,"3,859,031,931","67,021,310","19,858,741"
Late Night Talking,Harry Styles,Harry's House,2022-05-20,"959,639,297",76.0,"151,113,156","64,491,271","4,053,289"
Miss You,Oliver Tree,Miss You,2022-08-05,"631,378,937",51.0,"32,628,348","363,515,584","7,602,822"
girls like me don't cry,thï¿½ï,Girls Like Me Don't Cry,2022-10-06,"69,931,412",61.0,"63,786,141","496,871,104","195,627"
Yummy Fruits and Vegetables,D Billions,Yummy Fruits and Vegetables,2020-10-20,"2,300,838",35.0,"3,060,919,074","50,237","16,965"
Dakiti,Bad Bunny,Dakiti,2020-01-01,"1,977,947,460",72.0,"1,861,597,184","1,119,576","6,091,496"
Starboy,The Weeknd,Starboy,2016-09-22,"3,291,262,413",84.0,"2,829,990,867","52,707,882","15,648,166"
Sorry,Justin Bieber,Sorry,2015-10-23,"2,089,476,497",78.0,"4,467,507,940","48,687,438","9,657,077"
Calling My Phone,Lil Tjay,Calling My Phone,2021-02-12,"777,064,903",71.0,"482,028,631","181,697,356","4,012,749"
Pink Venom,BLACKPINK,Pink Venom,2022-08-19,"736,469,450",68.0,"868,589,823","587,311,863","1,547,563"
I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,2024-04-18,"250,430,303",84.0,"16,747,466","52,156,902","188,022"
death bed (coffee for your head),Powfu,"Some Boring, Love Stories, Pt. 2",2019-02-09,"1,656,385,770",74.0,"1,135,382,823","610,598,789","10,905,647"
Too Many Nights (feat. Don Toliver & with Future),Metro Boomin,HEROES & VILLAINS,2022-12-02,"682,837,690",80.0,"191,823,612","23,532,424","3,246,804"
MELTDOWN (feat. Drake),Travis Scott,MELTDOWN (feat. Drake),2023-07-27,"347,647,880",74.0,"30,685,665","6,796,886","861,189"
California Gurls,Katy Perry,Girl Power 2023,2023-09-19,Unknown,0.0,"4,534,591",Unknown,Unknown
Moscow Mule,Bad Bunny,Un Verano Sin Ti,2022-05-06,"1,108,031,580",77.0,"765,780,154","106,783,326","1,644,044"
Something Just Like This,The Chainsmokers,Something Just Like This,2017-02-22,"2,596,644,721",82.0,"2,822,804,239","80,813,727","16,040,973"
7 rings,Ariana Grande,7 rings,2019-01-18,"2,262,490,403",77.0,"1,903,198,886","282,688,098","7,983,512"
Moonlight,Kali Uchis,Moonlight,2023-02-24,"701,558,859",74.0,"209,195,939","173,483,893","3,204,314"
Savage Love (Laxed - Siren Beat),Jawsh 685,Savage Love (Laxed - Siren Beat),2020-06-11,"1,118,038,333",67.0,"481,447,573","420,225,179","11,067,994"
Bidi Bidi Bom Bom (Remasterizado 2024/30th Anniversary),Selena,Amor Prohibido (Remasterizado 2024/30th Anniversary),2024-03-22,"58,157,068",0.0,Unknown,Unknown,Unknown
God's Plan,Drake,Diplomatic Immunity,2018-01-20,"2,529,948,475",77.0,"2,040,639,375","70,576,617","9,512,236"
Sunroof,Nicky Youre,Sunroof,2021-11-26,"879,708,559",12.0,"74,610,328","1,672,193,890",Unknown
La Vï¿½ï¿½c,Xavi,La Vï¿½ï¿½c,2023-08-19,"521,116,293",81.0,"427,625,497","11,882,123","988,007"
MY EYES,Travis Scott,UTOPIA,2023-07-28,"403,132,906",78.0,"42,319,491","16,565,594","1,911,147"
WORK,ATEEZ,GOLDEN HOUR : Part.1,2024-05-31,"10,135,326",31.0,"29,271,837",Unknown,"25,958"
Despacito - Remix,Luis Fonsi,Despacito Feat. Justin Bieber (Remix),2017-04-17,"1,713,294,983",65.0,"2,920,155,266","61,011,622","7,805,645"
Ghost,Justin Bieber,Justice,2021-03-19,"1,586,830,204",80.0,"476,319,277","122,390,348","4,413,143"
Dior,Pop Smoke,Meet The Woo,2019-07-26,"1,070,422,470",72.0,"909,072,115","119,978,916","4,711,998"
New Baby Shark,Pinkfong,Pinkfong & Baby Shark's Space Adventure Songs,2022-09-30,"720,822,868",17.0,Unknown,Unknown,Unknown
Breakeven,The Script,Breakeven (Official 4K Video),2024-04-25,"858,979,483",0.0,Unknown,Unknown,Unknown
Una Noche en Medellï¿½,Cris Mj,Una Noche en Medellï¿½,2022-01-21,"839,405,565",75.0,"662,287,768","422,978,919","2,351,019"
SAD!,XXXTENTACION,SAD!,2018-03-02,"2,218,531,106",75.0,"1,800,863,873","58,018,849","3,798,652"
Primera Cita,Carin Leon,La Primera Cita - Single,2023-04-20,"598,006,591",80.0,"415,255,950","96,228,889","2,336,296"
Efecto,Bad Bunny,Un Verano Sin Ti,2022-05-06,"1,293,773,697",77.0,"501,908,214","549,037,519","1,927,360"
Dame Tu Cosita,El Chombo,Dame Tu Cosita,2018-04-23,Unknown,0.0,"5,004,189,392",Unknown,Unknown
Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,Isadora Pompeo,Bï¿½ï¿½nï¿½ï¿½ï¿½ï¿½os Que Nï¿½ï¿½o Tï¿½ï¿½m Fim (Co,2023-11-09,"95,536,146",0.0,"143,810,663","44,077,311","229,561"
Slow It Down,Benson Boone,Slow It Down,2024-03-22,"202,667,139",85.0,"25,188,125","349,400","518,777"
Yonaguni,Bad Bunny,Yonaguni,2021-06-04,"1,398,634,184",71.0,"1,084,871,745","298,126,879","2,211,960"
Heathens,Twenty One Pilots,Heathens,2016-06-16,"1,777,196,966",78.0,"2,624,180,055","113,594,559","14,696,531"
Whoopty,CJ,Whoopty,2020-08-20,"775,664,145",61.0,"810,607,861","506,491,179","6,422,051"
Super Shy,NewJeans,NewJeans 'Super Shy',2023-07-07,"547,471,596",77.0,"202,977,396","210,186,679","528,849"
Happier,Marshmello,Happier - Single,2018-08-16,"2,143,821,605",16.0,"1,512,765,689","96,907,387","10,193,237"
HARLEY QUINN,Fuerza Regida,HARLEY QUINN - Single,2023-10-18,"462,284,590",84.0,"110,545,167","169,601,790","1,075,943"
Baby Don't Hurt Me,David Guetta,Baby Don't Hurt Me - Single,2023-04-07,"509,231,024",79.0,"40,223,001",42,"3,375,037"
Butter,BTS,Butter,2021-05-21,"1,257,974,135",70.0,"1,175,755,478","1,059,257,365","4,173,408"
Cinderella,Future,WE DON'T TRUST YOU,2024-03-22,"124,945,674",0.0,"11,346,227",Unknown,"369,853"
Calma - Remix,Pedro Capï¿,Calma (Remix),2018-10-05,"1,153,753,974",67.0,"2,890,512,374","11,391,899","14,113,990"
"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song From Dreamworks Animation's ""Trolls"")",2016-05-06,"1,733,302,434",72.0,"2,322,229,374","26,503,434","15,828,266"
Say So,Doja Cat,Hot Pink,2019-11-07,"1,199,270,601",69.0,"879,051,516","687,678,447","10,741,166"
Ransom,Lil Tecca,Ransom,2019-05-22,"1,355,971,796",77.0,"749,040,183","79,556,873","2,972,685"
Romantic Homicide,d4vd,Romantic Homicide,2022-07-20,"1,136,504,636",81.0,"154,143,867","215,294,962","1,892,741"
Pink Skies,Zach Bryan,Pink Skies,2024-05-24,"60,240,739",84.0,"3,322,959","107,100","156,886"
Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),2016-10-21,"1,528,107,667",73.0,"3,187,869,227","61,034,077","23,696,980"
Cool,Unknown,JnD Mix,2024-05-25,Unknown,0.0,Unknown,Unknown,"8,624,577"
Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond - Single,2023-08-11,"214,598,468",74.0,"145,094,088","1,367,633","736,604"
BESO,ROSALï¿½,RR,2023-03-24,"647,201,484",74.0,"186,060,248","131,649,631","1,589,528"
MTG QUEM Nï¿½ï¿½O QUER SO,DJ TOPO,MTG QUEM Nï¿½ï¿½O QUER SOU EU - Si,2024-05-10,"51,198,446",80.0,"14,990,394",Unknown,"128,880"
Que Vuelvas,Carin Leon,Que Vuelvas - Single,2022-12-09,"684,853,927",73.0,"547,937,715","91,969,060","1,654,594"
Pretty Green Eyes (Sunset Ibiza Mix),KETTAMA,Pretty Green Eyes (Sunset Ibiza Mix),2024-06-14,Unknown,0.0,Unknown,Unknown,Unknown
Just Wanna Rock,Lil Uzi Vert,Just Wanna Rock,2022-10-17,"665,519,026",68.0,"187,947,945","606,205,784","3,245,670"
Mood Swings (feat. Lil Tjay),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,"785,016,247",70.0,"654,629,596","141,952,709","3,516,050"
Fuck Love (feat. Trippie Redd),XXXTENTACION,17,2017-08-25,"1,615,274,494",79.0,"515,463,883","19,736,442","2,026,025"
Rich Flex,Drake,Her Loss,2022-11-04,"812,274,757",73.0,"86,053,276","223,409,952","2,300,268"
Standing Next to You,Jung Kook,GOLDEN,2023-11-03,"675,865,902",85.0,"130,563,278","111,187,858","1,220,942"
Congratulations,Post Malone,Congratulations,2016-11-04,"1,984,802,459",75.0,"1,790,918,527","99,916,455","5,233,589"
Do It To It,ACRAZE,Do It To It,2021-08-20,"805,019,111",73.0,"117,678,524","673,283,810","9,653,748"
Tusa,KAROL G,Tusa,2019-11-07,"1,497,511,486",68.0,"1,816,772,749","39,086,388","7,663,807"
For The Night (feat. Lil Baby & DaBaby),Pop Smoke,Shoot For The Stars Aim For The Moon,2020-07-03,"1,119,350,842",71.0,"767,399,825","203,661,245","4,546,156"
Good Good,USHER,Good Good,2023-08-04,"53,825,007",59.0,"83,224,436","6,358,930","1,896,814"
Austin,Dasha,Austin - Single,2023-11-17,"273,023,490",87.0,"28,916,868","187,163,600","1,521,087"
Search & Rescue,Drake,Search & Rescue,2023-04-07,"337,858,357",69.0,"40,938,953","21,329,637","1,383,076"
TULUM,Peso Pluma,TULUM,2023-06-28,"390,182,196",74.0,"253,468,644","84,875,226","964,306"
Shivers,Ed Sheeran,#NAME?,2020-01-01,"1,568,058,093",77.0,"683,237,554","88,427,778","10,179,048"
Coup du marteau,Tam Sir,Coup du marteau,2023-12-08,"24,933,240",0.0,"79,219,504","44,679,343","1,245,247"
Adderall (Corvette Corvette),Popp Hunna,Adderall (Corvette Corvette),2020-10-14,"90,383,224",45.0,"29,836,991","462,872,272","759,001"
Full Senyum Sayang,Evan Loss,Full Senyum Sayang,2022-04-28,"18,296,870",0.0,"108,892,433","340,731,924","24,326"
Watching Yourself Being Born,Blush Response,Neuroscape,2023-04-04,Unknown,0.0,"918,283,411",Unknown,Unknown
Los del Espacio,LIT killah,Los del Espacio - Single,2023-06-01,"373,898,429",72.0,"314,467,618","148,537,760","776,352"
Taste (feat. Offset),Tyga,Taste (feat. Offset),2018-05-16,"1,358,105,253",69.0,"1,875,005,008","145,706,030","7,997,160"
MAMIII,Becky G,MAMIII,2022-02-10,"911,797,058",74.0,"628,307,968","267,846,050","3,561,445"
Until I Found You,Stephen Sanchez,Until I Found You,2021-09-01,"1,020,452,066",73.0,"385,820,349","391,999,548","11,693,340"
exes,Tate McRae,exes,2023-11-17,"323,100,055",0.0,"33,501,338","56,188,128","697,530"
Banana (feat. Shaggy),Conkarah,Banana (feat. Shaggy),2019-08-16,"27,747,363",41.0,"136,028,794","803,136,063","348,103"
Stick Season,Noah Kahan,Stick Season,2022-07-08,"965,865,213",86.0,"89,431,811","29,406,696","3,365,903"
Need To Know,Doja Cat,Need To Know,2021-06-11,"1,178,076,856",71.0,"507,790,705","365,523,934","5,746,726"
kompa pasiï¿½,ýýýýýýýýýý,kompa pasiï¿½,2024-04-12,"29,458,027",78.0,"8,529,869","8,820,761","2,085,595"
Quï¿½ï¿½ Ago,Yuridia,Pa' Luego Es Tarde,2022-10-20,"394,381,902",73.0,"805,683,907","48,461,089","1,353,588"
Last Last,Burna Boy,Last Last,2022-05-12,"410,722,289",68.0,"332,556,651","93,902,403","4,840,000"
Ngopi Maszeh,Happy Asmara,Ngopi Maszeh,2023-01-29,"8,034,198",0.0,"32,806,412","76,927,003",Unknown
500lbs,Lil Tecca,500lbs,2023-07-21,"350,584,176",68.0,"32,342,535","1,056,379","776,386"
Knife Talk (with 21 Savage ft. Project Pat),Drake,Certified Lover Boy,2021-09-03,"732,652,170",72.0,"247,680,355","95,344,150","2,095,961"
BILLIE EILISH.,Armani White,BILLIE EILISH.,2022-05-19,"359,416,593",64.0,"116,400,996","885,538,360","3,310,069"
ýýýýýýýýýýýý,YOASOBI,ýýýýýýýýýýýý,2023-04-12,"356,559,943",69.0,"490,408,465","162,429,655","804,248"
Lï¿½ï¿½ï¿½AMOUR DE ,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,"84,575,291",85.0,"11,080,040",Unknown,"214,747"
Thinkinï¿½ï¿½ï¿½ B,Morgan Wallen,One Thing At A Time,2023-03-03,"406,319,778",80.0,"84,066,193","7,626,726","1,185,776"
Madonna,Natanael Cano,Madonna - Single,2024-03-08,"272,838,329",85.0,"105,675,950","150,848","572,478"
deja vu,Olivia Rodrigo,deja vu,2021-04-01,"1,606,975,517",80.0,"638,102,695","534,102,475","3,545,397"
6. A.M.,Azul,Motion is Emotion,2022-10-07,"1,186",0.0,"1,231,300,374",Unknown,Unknown
CONTIGO (with Tiï¿½ï¿½,KAROL G,CONTIGO (with Tiï¿½ï¿½,2024-02-15,"162,165,853",85.0,"93,106,341",Unknown,"775,583"
Sequï¿½ï¿½ncia da,TRASHXRL,Sequï¿½ï¿½ncia da,2023-05-08,"148,630,357",33.0,"61,652,249","145,382,546","423,570"
WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,"100,838,516",87.0,"6,390,843",Unknown,"124,583"
Doja,Central Cee,Doja,2022-07-21,"676,519,766",74.0,"201,326,163","411,670,410","2,415,167"
Kill This Love,BLACKPINK,Kill This Love,2019-04-04,"820,840,650",67.0,"2,920,436,498","182,304,244","2,892,074"
Lan,Zeynep Bastï¿½,Lan - Single,2024-03-08,"81,246,715",72.0,"146,249,969",Unknown,"444,123"
"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",2024-04-05,"176,290,078",87.0,"6,018,651","45,660,069","485,935"
Sweet but Psycho,Ava Max,Sweet but Psycho,2018-08-17,"1,668,741,024",76.0,"1,254,501,233","206,785,018","13,479,680"
Hey Mor,Ozuna,Hey Mor,2022-10-06,"986,132,265",76.0,"383,748,675","154,969,251","1,428,200"
Ferrari,James Hype,Ferrari,2022-03-15,"626,010,147",74.0,"202,193,289","20,233,025","6,257,313"
Falling,Trevor Daniel,Falling,2018-10-05,"1,606,023,895",71.0,"1,151,842,584","914,937,622","12,373,665"
positions,Ariana Grande,positions,2020-10-23,"1,432,830,108",74.0,"778,340,255","254,276,140","3,299,253"
Where Are You Now,Lost Frequencies,Where Are You Now,2021-07-30,"1,223,329,465",74.0,"214,359,669","25,459,624","8,462,590"
Amor Prohibido - Remasterizado 2024/30th Anniversary,Selena,Amor Prohibido (Remasterizado 2024/30th Anniversary),2024-03-22,"302,177,116",0.0,Unknown,Unknown,Unknown
Save Your Tears,The Weeknd,After Hours,2020-03-20,"1,995,511,952",80.0,"365,257,705","137,726,738","15,776,388"
Happier Than Ever,Billie Eilish,Happier Than Ever,2021-07-30,"1,321,878,145",78.0,"530,778,926","358,879,639","4,647,622"
This Is What You Came For,Calvin Harris,This Is What You Came For,2016-04-29,"1,746,790,923",79.0,"3,084,719,501","17,649,503","13,444,054"
China,Anuel AA,China,2019-07-19,"1,178,076,574",68.0,"2,324,673,715","15,484,682","5,865,011"
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),2013-01-01,"759,374,819",69.0,"4,168,791,151","81,957,005","2,515,774"
Moonlight,XXXTENTACION,?,2018-03-16,"1,885,431,727",77.0,"1,607,650,475","36,219,008","3,644,968"
Smart,LE SSERAFIM,EASY,2024-02-19,"159,256,689",74.0,"130,698,280","234,770,546","234,077"
That's What I Like,Bruno Mars,24K Magic,2016-11-17,"2,075,459,887",80.0,"2,696,139,998","100,008,149",Unknown
Commando,Mavokali,Commando - Single,2022-09-28,"21,667,023",0.0,"48,246,851","251,304,348","1,561,153"
The Business,Tiï¿½ï¿,The Business,2020-09-16,"1,191,635,193",70.0,"539,885,283","73,955,191","9,642,311"
Ride It,Regard,Ride It,2019-07-26,"1,349,427,877",76.0,"564,022,753","362,781,709","16,283,609"
Mwaki,Zerb,SURRENDER,2023-09-27,"121,234,000",42.0,"78,160,610","20,204,903","4,890,793"
BICHOTA,KAROL G,BICHOTA,2020-10-23,"868,091,483",64.0,"1,591,945,481","101,362,709","1,740,278"
Renklensin,Reynmen,Renklensin - Single,2024-04-19,"54,940,563",75.0,"77,507,185",Unknown,"197,952"
Bad idea,Kurochuu,Missing,2024-06-09,"86,203,995",1.0,Unknown,Unknown,Unknown
writhe,daine,writhe,2023-02-21,Unknown,15.0,"915,870,602","8,960",Unknown
The Hills,The Weeknd,The Hills,2015-05-27,"2,306,740,926",80.0,"2,404,495,013","140,355,034","17,199,384"
Seven (feat. Latto) (Clean Ver.),Jung Kook,Seven (feat. Latto),2023-07-14,"1,673,557,134",72.0,Unknown,"104,700,560",Unknown
SKINNY,Billie Eilish,HIT ME HARD AND SOFT,2024-05-17,"77,212,437",84.0,"7,658,766","301,528","39,163"
The Girl From Ipanema,Stan Getz,Instrumental Bossa Nova,2024-06-06,Unknown,0.0,Unknown,Unknown,"1,772,770"
Te Felicito,Shakira,Te Felicito,2022-04-21,"719,593,291",67.0,"719,244,041","159,735,614","2,583,205"
Que Onda,Calle 24,Que Onda - Single,2023-08-30,"642,548,537",81.0,"227,994,801","41,258,724",Unknown
Stumblin' In,CYRIL,Stumblin' In,2023-11-10,"180,784,576",83.0,"29,260,192","2,012,224","4,657,449"
STAR WALKIN' (League of Legends Worlds Anthem),Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem) - Single,2022-09-22,"428,164,381",68.0,"138,760,138","40,889,470","5,323,336"
Desesperados,Rauw Alejandro,VICE VERSA,2021-12-10,"1,021,480,638",78.0,"722,946,861","186,008,455","2,591,948"
